supplier,family,category,sub_family,sku,name,thickness_mm,length_m,unit_base,length_range,compatibility,composition,cost_excl_vat,cost_incl_vat,sale_excl_vat,sale_incl_vat,margin_percent,profit,consumer_final,web_price_excl_vat,web_sale_incl_vat,web_sale_incl_vat_alt,web_price_incl_vat,price_public
,,,,CAREC60302MM,Rectangular / 60 x 30 / 6 mts / 2 mm,Estandar,,N/A,,,,,40.38,,40.38,,0.0,49.2636,,56.532,68.96904,,
,,,,CAREC60402MM,Rectangular / 60 x 40 / 6 mts / 2 mm,Estandar,,N/A,,,,,40.92517007,,45.12,,4.194829932,55.0464,,57.2952381,69.90019048,,
,,,,CAREC80402MM,Rectangular / 80 x 40 / 6 mts / 2 mm,Estandar,,N/A,,,,,49.54195011,,54.62,,5.078049887,66.6364,,69.35873016,84.61765079,,
,,,,CAREC100402MM,Rectangular / 100 x 40 / 6 mts / 2 mm,Estandar,,N/A,,,,,58.14058957,,64.1,,5.959410431,78.202,,81.3968254,99.30412698,,
,,,,CAREC100602MM,Rectangular / 100 x 60 / 6 mts / 2 mm,Estandar,,N/A,,,,,66.73922902,,73.58,,6.840770975,89.7676,,93.43492063,113.9906032,,
,,,,CAREC50303MM,Rectangular / 50 x 30 / 6 mts / 3 mm,Estandar,,N/A,,,,,48.12698413,,53.06,,4.933015873,64.7332,,67.37777778,82.20088889,,
,,,,CAREC80403MM,Rectangular / 80 x 40 / 6 mts / 3 mm,Estandar,,N/A,,,,,74.62131519,,82.27,,7.648684807,100.3694,,104.4698413,127.4532063,,
,,,,CAREC100403MM,Rectangular / 100 x 40 / 6 mts / 3 mm,Estandar,,N/A,,,,,87.83673469,,96.84,,9.003265306,118.1448,,122.9714286,150.0251429,,
,,,,CAREC100603MM,Rectangular / 100 x 60 / 6 mts / 3 mm,Estandar,,N/A,,,,,101.0521542,,111.41,,10.3578458,135.9202,,141.4730159,172.5970794,,
,,,,SOL7043300,PGU Soleras / 100x35 / 0.89 mm / unidad / 6m,Estandar,,N/A,,,,,16.14512472,,17.8,,1.654875283,21.716,,,,,
MONTFRIO,,,,ISOP50F,Isopanel 50 mm Fachada,Estandar,,N/A,,,,,26.43320925,,30.39819064,0.15,3.964981388,37.08579258,,29.07653018,,,
MONTFRIO,,,,ISOP100C,Isopanel 100 mm Fachada,Estandar,,N/A,,,,,30.32,,34.868,0.15,4.548,42.53896,,33.352,,,
MONTFRIO,,,,ISOP100F,Isopanel 100 mm Cubierta - oferta Agustin U$S,Estandar,,N/A,,,,,30.32,,34.868,0.15,4.548,42.53896,,33.352,,,
MONTFRIO,,,,ISOP150C,Isopanel 150 mm Cubierta,Estandar,,N/A,,,,,39.1709115,,45.04654823,0.15,5.875636725,54.95678883,,43.08800265,,,
MONTFRIO,,,,ISOP150F,Isopanel 150 mm Fachada,Estandar,,N/A,,,,,39.1709115,,45.04654823,0.15,5.875636725,54.95678883,,43.08800265,,,
MONTFRIO,,,,ISOP200C,Isopanel 200 mm Cubierta,Estandar,,N/A,,,,,38.0699865,,43.78048448,0.15,5.710497975,53.41219106,,41.87698515,,,
MONTFRIO,,,,ISOP200F,Isopanel 200 mm Fachada,Estandar,,N/A,,,,,38.0699865,,43.78048448,0.15,5.710497975,53.41219106,,41.87698515,,,
MONTFRIO,,,,ISOP250C,Isopanel 250 mm Cubierta,Estandar,,N/A,,,,,41.94,,48.231,0.15,6.291,58.84182,,46.134,,,
MONTFRIO,,,,ISOP250F,Isopanel 250 mm Fachada,Estandar,,N/A,,,,,41.94,,48.231,0.15,6.291,58.84182,,46.134,,,
MONTFRIO,,,,ISOPT50C,Isopanel Trapezoidal EPS 50 mm Cubierta,Estandar,,N/A,,,,,29.21184,,33.593616,0.15,4.381776,40.98421152,,32.133024,,,
MONTFRIO,,,,PIENGISO,Pinza Engrafadora para Isopaneles,Estandar,,N/A,,,,,246,,282.9,1.15,36.9,345.138,,,,,393.45732
MONTFRIO,,,,RPOP,Caja Remaches Pop Blancos para Isopanel - 1000 u.,Estandar,,N/A,,,,,24,,60,2.5,36,73.2,,,,,83.448
MONTFRIO,,,,ENPIR50,"Enpir 50 mm Cubierta - 1,1 m útil",Estandar,,N/A,,,,,32.47,,37.3405,0.15,4.8705,45.55541,,,,,
MONTFRIO,,,,ENPIR80,"Enpir 80 mm Cubierta - 1,1 m útil",Estandar,,N/A,,,,,38.28,,44.022,0.15,5.742,53.70684,,,,,
MONTFRIO,,,,ENPIR100,"Enpir 100 mm Cubierta - 1,1 m útil",Estandar,,N/A,,,,,42.21,,48.5415,0.15,6.3315,59.22063,,,,,
MONTFRIO,,,,ENPIR120,"Enpir 120 mm Cubierta - 1,1 m útil",Estandar,,N/A,,,,,46.15,,53.0725,0.15,6.9225,64.74845,,,,,
MONTFRIO,,,,Codigo,Producto,Estandar,,N/A,,,,,Costo Unit. U$S + IVA,,Venta + IVA,Costo ML + IVA,Margen,Consumidor Final (Iva inc),,Precio / 3 ,,,Precio MLib (Iva inc)
MONTFRIO,,,,GFI100,Gotero Frontal p/panel 100 mm,Estandar,,N/A,,,,,15.87,,19.044,5.29,0.2,23.23368,,6.348,,,26.4863952
MONTFRIO,,,,GFI150,Gotero Frontal p/panel 150 mm,Estandar,,N/A,,,,,17.82,,21.384,5.94,0.2,26.08848,,7.128,,,29.7408672
MONTFRIO,,,,GFI200,Gotero Frontal p/panel 200 mm,Estandar,,N/A,,,,,18.3645,,22.0374,6.19,0.2,26.885628,,7.3458,,,30.64961592
MONTFRIO,,,,GFI250,Gotero Frontal p/panel 250 mm,Estandar,,N/A,,,,,21.72,,26.064,6.86,0.2,31.79808,,8.688,,,36.2498112
MONTFRIO,,,,GF50 ENPIR,Gotero Frontal 50mm ENPIR de 3m,Estandar,,N/A,,,,,12.957,,15.5484,4.319,0.2,18.969048,,,,,
MONTFRIO,,,,GLI100,Gotero Lateral p/panel 100 mm,Estandar,,N/A,,,,,19.32,,23.184,6.44,0.2,28.28448,,7.728,,,32.2443072
MONTFRIO,,,,GLI150,Gotero Lateral p/panel 150 mm,Estandar,,N/A,,,,,21.3,,25.56,7.1,0.2,31.1832,,8.52,,,35.548848
MONTFRIO,,,,GLI200,Gotero Lateral p/panel 200 mm,Estandar,,N/A,,,,,25,,30,7.34,0.2,36.6,,10,,,41.724
MONTFRIO,,,,GLI250,Gotero Lateral p/panel 250 mm,Estandar,,N/A,,,,,25.305,,30.366,8.02,0.2,37.04652,,10.122,,,42.2330328
MONTFRIO,,,,GLIR100,Gotero Lateral Rasante p/panel 100 mm,Estandar,,N/A,,,,,16.26,,19.512,5.42,0.2,37.04652,,,,,42.2330328
MONTFRIO,,,,GLIR150,Gotero Lateral Rasante p/panel 150 mm,Estandar,,N/A,,,,,18.24,,25.389,6.08,0.2,30.97458,,,,,35.3110212
MONTFRIO,,,,GLIR200,Gotero Lateral Rasante p/panel 200 mm,Estandar,,N/A,,,,,21.1575,,25.389,7.0525,0.2,30.97458,,8.463,,,
MONTFRIO,,,,BEI3M,Babeta estándar,Estandar,,N/A,,,,,15.87,,19.044,5.29,0.2,23.23368,,6.348,,,26.4863952
MONTFRIO,,,,BAI3M,Babeta de Amure,Estandar,,N/A,,,,,15.3,,18.36,5.1,0.2,22.3992,,6.12,,,25.535088
MONTFRIO,,,,PUI50,Perfil U p/panel 50 mm,Estandar,,N/A,,,,,11.01,,13.212,3.67,0.2,16.11864,,4.404,,,18.3752496
MONTFRIO,,,,PUI100,Perfil U p/panel 100 mm,Estandar,,N/A,,,,,12.96,,15.552,4.32,0.2,18.97344,,5.184,,,21.6297216
MONTFRIO,,,,PUI150,Perfil U p/panel 150 mm,Estandar,,N/A,,,,,14.94,,17.928,4.98,0.2,21.87216,,5.976,,,24.9342624
MONTFRIO,,,,PUI200,Perfil U p/panel 200 mm,Estandar,,N/A,,,,,15.2145,,18.2574,5.21,0.2,22.274028,,6.0858,,,25.39239192
MONTFRIO,,,,CUEX3,Cumbrera Exterior,Estandar,,N/A,,,,,18.69,,22.428,6.23,0.2,27.36216,,7.476,,,31.1928624
MONTFRIO,,,,CAN100,Canalón p/panel 100 mm + bandeja + 2 Tapas,Estandar,,N/A,,,,,44.13,,52.956,14.71,0.2,64.60632,,17.652,,,73.6512048
MONTFRIO,,,,CAN150,Canalón p/panel 150 mm + bandeja + 2 Tapas,Estandar,,N/A,,,,,48.33,,57.996,16.11,0.2,70.75512,,19.332,,,80.6608368
MONTFRIO,,,,CAN200,Canalón p/panel 200 mm + bandeja + 2 Tapas,Estandar,,N/A,,,,,48.636,,58.3632,16.212,0.2,71.203104,,19.4544,,,81.17153856
MONTFRIO,,,,CAN250,Canalón p/panel 250 mm + bandeja + 2 Tapas,Estandar,,N/A,,,,,63.7245,,76.4694,21.2415,0.2,93.292668,,25.4898,,,106.3536415
MONTFRIO,,,,OMEGA3,Omega de 3 m,Estandar,,N/A,,,,,9.96,,11.952,3.32,0.2,14.58144,,3.984,,,16.6228416
MONTFRIO,,,,EMBISO,Embudo,Estandar,,N/A,,,,,20.85,,28.8,6.95,1.381294964,35.136,,9.6,,,40.05504
MONTFRIO,,,,BANCANISO,Bandeja interior de Canalón,Estandar,,N/A,,,,,14.7,,17.934,4.9,0.2,21.87948,,5.978,,,24.9426072
MONTFRIO,,,,ATER1003,Ángulo de Terminación p/panel 100 mm,Estandar,,N/A,,,,,12.348,,14.8176,4.116,0.2,18.077472,,4.9392,,,20.60831808
MONTFRIO,,,,ATER1503,Ángulo de Terminación p/panel 150 mm,Estandar,,N/A,,,,,14.175,,17.01,4.725,0.2,20.7522,,5.67,,,23.657508
MONTFRIO,,,,ATER2003,Ángulo de Terminación p/panel 200 mm,Estandar,,N/A,,,,,16.0335,,19.2402,5.33,0.2,23.473044,,6.4134,,,26.75927016
MONTFRIO,,,,ANINT40,Ángulo interior 40x40,Estandar,,N/A,,,,,8.97,,10.764,2.99,0.2,13.13208,,3.588,,,14.9705712
MONTFRIO,,,,ANEX40,,Estandar,,N/A,,,,,8.97,,10.764,2.99,0.2,13.13208,,3.588,,,14.9705712
MONTFRIO,,,,ANPI3,Ángulo de piso,Estandar,,N/A,,,,,10.731,,12.8772,3.577,0.2,15.710184,,4.2924,,,17.90960976
MONTFRIO,,,,ANEA575,Ángulo estructural aluminio (5.75 M),Estandar,,N/A,,,,,31.8,,38.16,10.6,0.2,46.5552,,6.636521739,,,53.072928
MONTFRIO,,,,MAAG10M,Membrana asfáltica c/alumiinio gofrado 4mm - 10 m,Estandar,,N/A,,,,,55.8495,,67.0194,18.6165,0.2,81.763668,,6.70194,,,93.21058152
MONTFRIO,,,,PP750,Pomo de Poliuretano 750 cm3,Estandar,,N/A,,,,,25.8825,,31.059,8.6275,0.2,37.89198,,10.353,,,43.1968572
MONTFRIO,,,,TSNB280,Tubo de silicona neutra blanca 280 cm3,Estandar,,N/A,,,,,6.216,,7.4592,2.072,0.2,9.100224,,2.4864,,,10.37425536
MONTFRIO,,,,REMPOP,"Remache POP 5/32 x 1/2"" -caja de 1000",Estandar,,N/A,,,,,0.021,,0.0315,0.007,0.2,0.03843,,0.0105,,,0.0438102
MONTFRIO,,,,ANCNO10,"Taco plastico nº 8 + Tornillo nº10x1 1/2 + Arandela 3/16""",Estandar,,N/A,,,,,0.0735,,0.0882,0.0245,0.2,0.107604,,0.0294,,,0.12266856
MONTFRIO,,,,BISTISO,Bisagras sin Tranca,Estandar,,N/A,,,,,44.856,,53.8272,14.952,20 %,65.669184,,17.9424,,,74.86286976
MONTFRIO,,,,PTAFRIBAT,Puerta Frigorifica Batiente (0.9mx1.8mx0.1m),Estandar,,N/A,,,,,1365,,1450,x,11.53 %,1769,,,,,2016.66
MONTFRIO,,,,EEPSPK1X1,Paquete Espuma 1x1 (PAq. 12 u.) CAT. II 50 mm,Estandar,,N/A,,,,,75.2,,90.24,0.2,15.04,118.23,,,,,134.7822
MONTFRIO,,,,EEPSPK1X3,Paquete Espuma 1x3 (PAq. 12u.) CAT. II 50 mm,Estandar,,N/A,,,,,184.8,,211,0.1417748918,26.2,257.42,,,,,293.4588
MONTFRIO,,,,TORTPVCBL,Tortugas PVC común,Estandar,,N/A,,,,,2.0475,,2.457,0.6825,20 %,2.99754,,,,,
MONTFRIO,,,,TORTGRIS,Tortugas Grises,Estandar,,N/A,,,,,2.1,,2.52,0.7,20 %,3.0744,,,,,3.504816
MONTFRIO,,,,Z,Anclaje Z,Estandar,,N/A,,,,,2.1,,2.52,0.7,20 %,3.0744,,,,,3.504816
MONTFRIO,,,,Pêrf.Zócalo,Perfil Zócalo,Estandar,,N/A,,,,,9.45,,11.34,3.15,20 %,13.8348,,,,,15.771672
SECO CENTER,,,,SCM343830,MONTANTE 34MM E 0.38 X 3M LARGO,Estandar,,N/A,,,,,2.92,,3.69,0.2636986301,0.77,,,,4.5018,,
SECO CENTER,,,,SCM693830,MONTANTE 69MM E 0.38 X 3M LARGO,Estandar,,N/A,,,,,4.03,,5.08,0.2605459057,1.05,,,,6.1976,,
SECO CENTER,,,,SCM993826,MONTANTE 99MM E 0.38 X 2.6M LARGO,Estandar,,N/A,,,,,4.71,,5.94,0.2611464968,1.23,,,,7.2468,,
SECO CENTER,,,,PGC700926,MONTANTE ESTRUCTURAL 70MM E 0.92 X 6M,Estandar,,N/A,,,,,21.92,,27.83,0.2696167883,5.91,,,,33.9526,,
SECO CENTER,,,,PGC10009226,MONTANTE ESTRUCTURAL 100MM E 0.92 X 2.6M FARDO X 50 UNI,Estandar,,N/A,,,,,10.61,,13.42,0.2648444863,2.81,,,,16.3724,,
SECO CENTER,,,,PGC1000926,MONTANTE ESTRUCTURAL 100MM E 0.92 X 6M,Estandar,,N/A,,,,,24.49,,31.13,0.2711310739,6.64,,,,37.9786,,
SECO CENTER,,,,PGC1001276,MONTANTE ESTRUCTURAL 100MM E 1.29 X 6M,Estandar,,N/A,,,,,31.41,,39.82,0.2677491245,8.41,,,,48.5804,,
SECO CENTER,,,,PGC1001626,MONTANTE ESTRUCTURAL 100MM E 1.62MM X 6M,Estandar,,N/A,,,,,44.2,,56.1,0.2692307692,11.9,,,,68.442,,
SECO CENTER,,,,PGC1500926,MONTANTE ESTRUCTURAL 150MM E 0.92 X 6M,Estandar,,N/A,,,,,33.01,,41.91,0.2696152681,8.9,,,,51.1302,,
SECO CENTER,,,,PGC1501276,MONTANTE ESTRUCTURAL 150MM E 1.27 X 6M,Estandar,,N/A,,,,,39.53,,50.13,0.2681507716,10.6,,,,61.1586,,
SECO CENTER,,,,PGC2001276,MONTANTE ESTRUCTURAL 200MM E 1.27 X 6 M,Estandar,,N/A,,,,,54.76,,69.52,0.2695398101,14.76,,,,84.8144,,
SECO CENTER,,,,PGC2001626,MONTANTE ESTRUCTURAL 200MM E 1.62 X 6M,Estandar,,N/A,,,,,68.11,,86.46,0.2694171194,18.35,,,,105.4812,,
SECO CENTER,,,,PGC2002046,MONTANTE PGC 200MM E 2.04MM X 6M,Estandar,,N/A,,,,,63.13,,80.08,0.2684935847,16.95,,,,97.6976,,
SECO CENTER,,,,PGC2501626,MONTANTE ESTRUCTURAL 250MM E 1.62 X 6M,Estandar,,N/A,,,,,90.88,,115.39,0.2696963028,24.51,,,,140.7758,,
SECO CENTER,,,,PGC3001626,MONTANTE ESTRUCTURAL 300MM E 1.62 X 6M,Estandar,,N/A,,,,,110.32,,140.03,0.2693074692,29.71,,,,170.8366,,
SECO CENTER,,,,SCS353830,SOLERA 35MM E 0.38 X 3M LARGO,Estandar,,N/A,,,,,2.69,,3.4,0.2639405204,0.71,,,,4.148,,
SECO CENTER,,,,SCS703830,SOLERA 70MM E 0.38 X 3M LARGO,Estandar,,N/A,,,,,3.71,,4.68,0.2614555256,0.97,,,,5.7096,,
SECO CENTER,,,,SCS1003826,SOLERA 100MM E 0.38 X 2.6M LARGO,Estandar,,N/A,,,,,4.46,,5.63,0.2623318386,1.17,,,,6.8686,,
SECO CENTER,,,,PGU700926,SOLERA ESTRUCTURAL 70MM E 0.92 X 6M,Estandar,,N/A,,,,,19.65,,24.97,0.2707379135,5.32,,,,30.4634,,
SECO CENTER,,,,PGU1000926,SOLERA ESTRUCTURAL 100MM E 0.92 X 6M,Estandar,,N/A,,,,,21.67,,26.73,0.2335025381,5.06,,,,32.6106,,
SECO CENTER,,,,PGU1001276,SOLERA ESTRUCTURAL 100MM E 1.29mm X 6M,Estandar,,N/A,,,,,29.23,,37.07,0.2682175847,7.84,,,,45.2254,,
SECO CENTER,,,,PGU1501626,SOLERA ESTRUCTURAL 150MM E 1.62 X 6M,Estandar,,N/A,,,,,53.76,,68.2,0.2686011905,14.44,,,,83.204,,
SECO CENTER,,,,PGU1500926,SOLERA ESTRUCTURAL 150MM E 0.92 X 6M,Estandar,,N/A,,,,,31.04,,39.38,0.268685567,8.34,,,,48.0436,,
SECO CENTER,,,,PGU1501276,SOLERA ESTRUCTURAL 150MM E 1.27 X 6M,Estandar,,N/A,,,,,40.47,,51.37,0.2693353101,10.9,,,,62.6714,,
SECO CENTER,,,,PGU2001276,SOLERA ESTRUCTURAL 200MM E 1.28MM X 6M,Estandar,,N/A,,,,,53.69,,68.2,0.2702551686,14.51,,,,83.204,,
SECO CENTER,,,,PGU2001626,SOLERA ESTRUCTURAL 200MM E 1.62 X 6M,Estandar,,N/A,,,,,69.33,,88.0,0.2692917929,18.67,,,,107.36,,
SECO CENTER,,,,PGU2002046,SOLERA ESTRUCTURAL 200MM E 2.04 X 6M,Estandar,,N/A,,,,,60.36,,76.56,0.268389662,16.2,,,,93.4032,,
SECO CENTER,,,,REG13,PLACA YESO REGULAR 12.5MM X 1.20 X 2.40M,Estandar,,N/A,,,,,6.99,,8.7,0.2446351931,1.71,,,,10.614,,
SECO CENTER,,,,REG13L,PLACA LIVIANA KNAUF 12.5MM X 1.20 X 2.40M 80 x pallet,Estandar,,N/A,,,,,7.71,,9.34,0.2114137484,1.63,,,,11.3948,,
SECO CENTER,,,,RH13,PLACA YESO R.HUMED.12.5MM X 1.20 X 2.40M,Estandar,,N/A,,,,,9.49,,11.81,0.2444678609,2.32,,,,14.4082,,
SECO CENTER,,,,RF13,PLACA YESO R.FUEGO.12.5MM X 1.20 X 2.40M,Estandar,,N/A,,,,,8.99,,11.75,0.3070077864,2.76,,,,14.335,,
SECO CENTER,,,,CDX12,FENOLICO CDX 12MM X 1.22 X 2.44M (75 x pallet),Estandar,,N/A,,,,,18.3,,23.21,0.2683060109,4.91,,,,28.3162,,
SECO CENTER,,,,CDX15,FENOLICO CDX 15MM X 1.22 X 2.44M (60 x pallet),Estandar,,N/A,,,,,25.1,,33.21,0.3231075697,8.11,,,,40.5162,,
SECO CENTER,,,,CDX18,FENOLICO CDX 18MM X 1.22 X 2.44M (51 x pallet),Estandar,,N/A,,,,,29.39,,37.29,0.2687989112,7.9,,,,45.4938,,
SECO CENTER,,,,OSB11,OSB 11MM X 1.22 X 2.44M (77 x pallet),Estandar,,N/A,,,,,16.9,,23.32,0.3798816568,6.42,,,,28.4504,,
SECO CENTER,,,,OSB15,OSB 15MM X 1.22 X 2.44M (58 x pallet),Estandar,,N/A,,,,,23.0,,29.26,0.272173913,6.26,,,,35.6972,,
SECO CENTER,,,,OSB18,OSB 18MM X 1.22 X 2.44M (46 x pallet),Estandar,,N/A,,,,,28.45,,35.75,0.2565905097,7.3,,,,43.615,,
SECO CENTER,,,,CB4812,"PLACA CEMENTICIA PERMABASE PLUS 11,1X1.22X2,30M",Estandar,,N/A,,,,,29.9,,36.85,0.2324414716,6.95,,,,44.957,,
SECO CENTER,,,,9020MH,"PLYSTONE MH 20MM X 1,22M X 2,44M",Estandar,,N/A,,,,,60.33,,75.43,0.2502900713,15.1,,,,92.0246,,
SECO CENTER,,,,80101-30,STO PRIMER ADHESIVE BOLSA 25KG,Estandar,,N/A,,,,,20.9,,28.49,0.3631578947,7.59,,,,34.7578,,
SECO CENTER,,,,BCOAT,BASECOAT MONOCOMPONENTE BOLSA 25 kg.,Estandar,,N/A,,,,,12.9,,18.04,0.3984496124,5.14,,,,22.0088,,
SECO CENTER,,,,TYP30,"PAPEL TYPAR BARBI TECHO ROLLO 0.92M X 30,5M",Estandar,,N/A,,,,,43.0,,78.2,0.8186046512,35.2,,,,95.404,,
SECO CENTER,,,,TYP40,PAPEL TYPAR BARBI PARED ROLLO 2.74M X 45.72M,Estandar,,N/A,,,,,196.0,,268.0,0.3673469388,72.0,,,,326.96,,
SECO CENTER,,,,FL50A,LANA 50MM 1.20X15M C/ALUMINIO ROLLO LIBRE 18M2,Estandar,,N/A,,,,,49.64,,64.532,0.3,14.892,,,,78.72904,,
SECO CENTER,,,,JMR11k,"LANA VIDRIO JM R11 90mm Kraft 16""x96"" 15,87M2 precortada",Estandar,,N/A,,,,,78.0,,101.4,0.3,23.4,,,,123.708,,
SECO CENTER,,,,JMR11,"LANA VIDRIO JM R11 90mm 16""x96"" 15,87M2 precortada",Estandar,,N/A,,,,,76.0,,98.8,0.3,22.8,,,,120.536,,
SECO CENTER,,,,LPR50,"PANEL DE LANA ROCA 50MM X 1,20 X 0,60M 32KG/M3 4.32M2",Estandar,,N/A,,,,,32.0,,41.6,0.3,9.6,,,,50.752,,
SECO CENTER,,,,BA100,BANDA ACUSTIA BARBIRI 100MM X 20M (CAJA X 5UN),Estandar,,N/A,,,,,18.8,,22.56,,,,,,27.5232,,
SECO CENTER,,,,BA50,BANDA ACUSTIA BARBIRI 50MM X 20M (CAJA X 5UN),Estandar,,N/A,,,,,6.9,,9.66,,,,,,11.7852,,
HOMEKIT,,,,,OSB Guard (2440x1220x90mm),Estandar,,N/A,,,,,,,166.8,,,203.496,,,,,
HOMEKIT,,,,,OSB Terciada (2440x1220x75mm),Estandar,,N/A,,,,,,,178.8,,,218.136,,,,,
HOMEKIT,,,,,Unión H,Estandar,,N/A,,,,,,,0.0,,,0.0,,,,,
HOMEKIT,,,,,Tablillas,Estandar,,N/A,,,,,,,0.0,,,0.0,,,,,
HOMEKIT,,,,,Viga I Joist,Estandar,,N/A,,,,,,,0.0,,,0.0,,,,,
HOMEKIT,,,,,Alquiler de Rebajador de Panel,Estandar,,N/A,,,,,,,0.0,,,0.0,,,,,
HOMEKIT,,,,,"Listones Tirantes de Madera (2""x2"" de 3,3 m)",Estandar,,N/A,,,,,,,13.2,,,16.104,,,,,
HOMEKIT,,,,,"Listones Tirantes de Madera (2""x3"" de 3,3 m)",Estandar,,N/A,,,,,,,18.7,,,22.814,,,,,
Importaciones,,,,,Zorzal,Estandar,,N/A,,,,,,,880.0,,,1073.6,,,,,
Importaciones,,,,,Cardelino,Estandar,,N/A,,,,,,,670.0,,,817.4,,,,,
Importaciones,,,,,PU30,Estandar,,N/A,,,,,,,36.5,,,44.53,,,,,
Importaciones,,,,,PU20,Estandar,,N/A,,,,,,,27.05,,,33.001,,,,,
Importaciones,,,,,Perf. Frontal,Estandar,,N/A,,,,,,,24.0,,,29.28,,,,,
Importaciones,,,,,Babeta Lateral,Estandar,,N/A,,,,,,,30.0,,,36.6,,,,,
Importaciones,,,,,Cumbrera,Estandar,,N/A,,,,,,,29.325,,,35.7765,,,,,
Importaciones,,,,,Arandelas,Estandar,,N/A,,,,,,,0.55,,,0.671,,,,,
Importaciones,,,,,Canalón de 3 m,Estandar,,N/A,,,,,,,24.0,,,29.28,,,,,
Barraca Parna,,Montante,,PGC 100,100 x 6m - Cal 18,Estandar,,N/A,,,,,,,35,,,,,,,,
Barraca Parna,,Montante,,PGC 150,150 x 6m - Cal 18,Estandar,,N/A,,,,,,,40,,,,,,,,
Barraca Parna,,Montnte,,PGC 200,200 x 6m - Cal 18,Estandar,,N/A,,,,,,,48,,,,,,,,
Obra Color y Roberto Tófalo,,,,,Caballete plastico Ondulado,Estandar,,N/A,,,,,,,0.2,,,0.244,,,,,
Obra Color y Roberto Tófalo,,,,,Unisil Silicona Neutra,Estandar,,N/A,,,,,,,7.956,,,9.70632,,,,,
Obra Color y Roberto Tófalo,,,,,Den Braven 453 gr. PU Fix,Estandar,,N/A,,,,,,,17.316,,,21.12552,,,,,
Obra Color y Roberto Tófalo,,,,,Kisafix PU 400 gr.,Estandar,,N/A,,,,,,,9.768,,,11.91696,,,,,
Obra Color y Roberto Tófalo,,,,,Quiadsa PEGAMENTO 400 gr.,Estandar,,N/A,,,,,,,19.08,,,23.2776,,,,,
Obra Color y Roberto Tófalo,,,,,VIGA especial para sarah smith,Estandar,,N/A,,,,,,,29.5,,,35.99,,,,,
